80,"(7, 0, 0.49354455348292925)","(7, 0, 0.14908915883312768)"
81,"(7, 0, 0.6032037375552143)","(7, 0, 0.7030199826004643)"
82,"(7, 0, 1.2497625115162736)","(7, 0, 1.1505277719869658)"
83,"(7, 0, 1.0544304179510973)","(7, 0, 1.7339040582034366)"
84,"(7, 0, 0.381472407607483)","(7, 0, 1.2029900138670246)"
85,"(7, 0, 0.07397083734776722)","(7, 0, 0.4050084964087557)"
86,"(7, 0, 1.2645012669061253)","(7, 0, 0.5192830482044652)"
87,"(7, 0, 1.5344771406635016)","(7, 0, 0.7299205490486402)"
88,"(7, 0, 1.3069631678947848)","(7, 0, 0.7800965781948559)"
89,"(7, 0, 0.7583250261670293)","(7, 0, 1.096781080751816)"
90,"(7, 0, 0.24624672620868437)","(7, 0, 0.3777394660923804)"
91,"(7, 0, 1.3425196859104505)","(7, 0, 1.2677741016319948)"
92,"(7, 0, 1.5175471085701342)","(7, 0, 1.47216038556473)"
93,"(7, 0, 1.0452077822909933)","(7, 0, 0.2624535316038811)"
94,"(7, 0, 1.3648711019493809)","(7, 0, 0.9267982792122959)"
95,"(7, 0, 1.212242713544339)","(7, 0, 1.1368974010224187)"
96,"(7, 0, 1.0659294725286548)","(7, 0, 0.8426031515948104)"
97,"(7, 0, 1.6301709344063802)","(7, 0, 0.6093181377877559)"
98,"(7, 0, 0.9103759444196626)","(7, 0, 0.40105977726288955)"
99,"(7, 0, 0.531026905054364)","(7, 0, 0.31832043302394775)"
100,"(7, 0, 0.7682185309522553)","(7, 0, 0.6890563601264482)"
101,"(7, 0, 0.652797276679857)","(7, 0, 0.675152619812785)"
102,"(7, 0, 0.5311938005812887)","(7, 0, 1.093877028193718)"
103,"(7, 0, 0.9009493714885589)","(7, 0, 0.46185139582166035)"
104,"(7, 0, 1.162724558320571)","(7, 0, 0.8167687655569352)"
105,"(7, 0, 0.611920775005763)","(7, 0, 1.0983594121063336)"
106,"(7, 0, 0.11874304685162806)","(7, 0, 0.7055365431522179)"
107,"(7, 0, 0.6517266477329468)","(7, 0, 0.6765352443182332)"
108,"(7, 0, 1.681752632526394)","(7, 0, 1.1694955589451175)"
109,"(7, 0, 1.02830531587176)","(7, 0, 0.8729660587002125)"
110,"(7, 0, 0.6143991378721164)","(7, 0, 0.3238579411684366)"
111,"(7, 0, 1.7987352503985996)","(7, 0, 0.8124606860269737)"
112,"(7, 0, 0.9364679241053425)","(7, 0, 1.5335452416687936)"
113,"(7, 0, 0.570687657785848)","(7, 0, 0.6565454265465619)"
114,"(7, 0, 1.9080404513627953)","(7, 0, 0.36921851396704464)"
115,"(7, 0, 1.0366004468946688)","(7, 0, 1.0393273938126502)"
116,"(7, 0, 0.38260155481862534)","(7, 0, 0.9758048104068873)"
117,"(7, 0, 0.8151927464504405)","(7, 0, 1.264700849225804)"
118,"(7, 0, 1.2941329229205283)","(7, 0, 1.286014230646788)"
119,"(7, 0, 1.5001456177785313)","(7, 0, 1.027446673434261)"
120,"(7, 0, 1.4783386904879932)","(7, 0, 0.703212248098584)"
121,"(7, 0, 1.072188643944032)","(7, 0, 0.7546901203652494)"
122,"(7, 0, 1.1788970247038395)","(7, 0, 0.9021797254544308)"
123,"(7, 0, 1.5225111267786064)","(7, 0, 1.2947151727672987)"
124,"(7, 0, 1.091040959815159)","(7, 0, 0.620067257205429)"
125,"(7, 0, 0.6263086843447909)","(7, 0, 1.1860197873104772)"
126,"(7, 0, 1.4294086943321935)","(7, 0, 0.8732807529876412)"
127,"(7, 0, 1.7436918994160884)","(7, 0, 0.4807471717128756)"
128,"(7, 0, 1.3349438347443945)","(7, 0, 0.6123218101288411)"
129,"(7, 0, 0.6626181688454628)","(7, 0, 0.7222984047208832)"
130,"(7, 0, 0.8994791987584471)","(7, 0, 0.6687396681834614)"
131,"(7, 0, 1.7336643801641625)","(7, 0, 0.8043705130864225)"
132,"(7, 0, 1.6697575087757357)","(7, 0, 0.7719710023951305)"
133,"(7, 0, 0.9254906156840044)","(7, 0, 1.806305057164983)"
134,"(7, 0, 0.5304620074374344)","(7, 0, 1.7222806549843943)"
135,"(7, 0, 1.2463381069871966)","(7, 0, 0.6757159645154884)"
136,"(7, 0, 0.6102645734999196)","(7, 0, 1.5222570426057467)"
137,"(7, 0, 1.1515601307383592)","(7, 0, 1.6125034039401047)"
138,"(7, 0, 0.9845340150444095)","(7, 0, 0.609572912970278)"
139,"(7, 0, 0.12126616781911093)","(7, 0, 0.9657922366226701)"
140,"(7, 0, 1.5484359258304592)","(7, 0, 0.715122246563006)"
141,"(7, 0, 0.6734651117243184)","(7, 0, 1.6662804590835218)"
142,"(7, 0, 1.6507096620822166)","(7, 0, 1.0725313801267204)"
143,"(7, 0, 0.7411320894666696)","(7, 0, 0.9507334097460527)"
144,"(7, 0, 1.1797358883584639)","(7, 0, 1.2547631437619478)"
145,"(7, 0, 1.6789999116706111)","(7, 0, 1.3161164137119177)"
146,"(7, 0, 0.7083269719100947)","(7, 0, 1.440426306006247)"
147,"(7, 0, 0.7926595025441855)","(7, 0, 1.5066322130802874)"
148,"(7, 0, 1.636543519636775)","(7, 0, 0.6308090180880425)"
149,"(7, 0, 1.0766187590394733)","(7, 0, 0.26250775795572245)"
150,"(7, 0, 0.7426097337990228)","(7, 0, 1.6994267740575033)"
151,"(7, 0, 0.9425931700467474)","(7, 0, 1.2902720684352063)"
152,"(7, 0, 0.4551773310354942)","(7, 0, 1.1868963558392724)"
153,"(7, 0, 0.8931036956875597)","(7, 0, 0.48577112301590564)"
154,"(7, 0, 0.9676227484965221)","(7, 0, 1.7775521633938676)"
155,"(7, 0, 0.7918093964245368)","(7, 0, 0.8811471701767926)"
156,"(7, 0, 0.42999767861850147)","(7, 0, 0.7233867779555564)"
157,"(7, 0, 1.0375042396227212)","(7, 0, 0.7213302132969305)"
158,"(7, 0, 1.44838090304882)","(7, 0, 1.5352016530735084)"
159,"(7, 0, 1.2675184192273896)","(7, 0, 0.5884098213287486)"
160,"(7, 0, 1.029574358684486)","(7, 0, 0.20523842963188677)"
161,"(7, 0, 1.0266432082385775)","(7, 0, 1.3639108150400503)"
162,"(7, 0, 1.4409806790114739)","(7, 0, 1.2728350452953512)"
163,"(7, 0, 1.1455576956135354)","(7, 0, 0.5676694761245822)"
164,"(7, 0, 0.9207361836949755)","(7, 0, 0.8010698323326567)"
165,"(7, 0, 1.4550474081575886)","(7, 0, 0.9656335188118595)"
166,"(7, 0, 0.8531478525077336)","(7, 0, 1.148442993034562)"
167,"(7, 0, 1.3366511384495139)","(7, 0, 0.4707174796571162)"
168,"(7, 0, 0.6875062206385082)","(7, 0, 0.8529089569811438)"
169,"(7, 0, 1.4037026609446743)","(7, 0, 0.5877974159608343)"
170,"(7, 0, 0.41580973564263846)","(7, 0, 0.46806573430772613)"
171,"(7, 0, 1.0843762048161192)","(7, 0, 1.0472126557206816)"
172,"(7, 0, 1.8325614644190469)","(7, 0, 0.6842359869177237)"
173,"(7, 0, 0.20909440005252178)","(7, 0, 0.49273833012616397)"
174,"(7, 0, 0.4667689202969616)","(7, 0, 1.4938669168754892)"
175,"(7, 0, 1.6194052005196502)","(7, 0, 0.5151641180464132)"
176,"(7, 0, 1.704529150520131)","(7, 0, 1.2515581407159129)"
177,"(7, 0, 0.655613064756363)","(7, 0, 1.044436306084647)"
178,"(7, 0, 1.2968491953772259)","(7, 0, 1.551950107724923)"
179,"(7, 0, 0.6443751154627536)","(7, 0, 1.0777153199454057)"
180,"(7, 0, 0.6985302339710598)","(7, 0, 1.4062447482472504)"
181,"(7, 0, 1.360312640428741)","(7, 0, 1.5924361850844004)"
182,"(7, 0, 1.148974927247206)","(7, 0, 0.8333537496574742)"
183,"(7, 0, 0.9442449025901383)","(7, 0, 1.2837582821853974)"
184,"(7, 0, 1.2348253226725545)","(7, 0, 0.25169415858144184)"
185,"(7, 0, 1.3305225268000012)","(7, 0, 0.4416204892887188)"
186,"(7, 0, 0.41611236154976794)","(7, 0, 1.367228117130513)"
187,"(7, 0, 1.0714793436497672)","(7, 0, 1.2801278320984864)"
188,"(7, 0, 1.2175194216071752)","(7, 0, 1.7168578114788242)"
189,"(7, 0, 0.2667847603916841)","(7, 0, 1.3219696610320182)"
190,"(7, 0, 0.12637435100928207)","(7, 0, 0.6916282581348623)"
191,"(7, 0, 1.374635325541436)","(7, 0, 0.418982684352435)"
192,"(7, 0, 1.7183948443148802)","(7, 0, 1.3473906032874137)"
193,"(7, 0, 1.1927949293923013)","(7, 0, 0.4641263309778244)"
194,"(7, 0, 1.2112310799230017)","(7, 0, 1.3519143958833328)"
195,"(7, 0, 0.4650340513914656)","(7, 0, 1.1095798021523098)"
196,"(7, 0, 1.2536477845492593)","(7, 0, 0.8149663538621941)"
197,"(7, 0, 0.6169479852321886)","(7, 0, 0.293873032802936)"
198,"(7, 0, 1.702414580874517)","(7, 0, 0.9791759104151404)"
199,"(7, 0, 0.6324997050683365)","(7, 0, 1.4713429946071996)"
200,"(7, 0, 1.4530597837731465)","(7, 0, 0.6643282191763626)"
201,"(7, 0, 0.6359112395007487)","(7, 0, 1.6029396600536148)"
202,"(7, 0, 1.7389537661064438)","(7, 0, 1.9601469587999603)"
203,"(7, 0, 0.8981165580741229)","(7, 0, 1.1996360561425403)"
204,"(7, 0, 1.2184870502918215)","(7, 0, 0.7640004793805282)"
205,"(7, 0, 1.1117988142594792)","(7, 0, 1.4065861102144113)"
206,"(7, 0, 1.5980678493605462)","(7, 0, 1.3180420117810332)"
207,"(7, 0, 0.4788678178033481)","(7, 0, 1.2128077299952986)"
208,"(7, 0, 1.329442108157293)","(7, 0, 0.8115805674247266)"
209,"(7, 0, 0.1860098628794612)","(7, 0, 0.4505542363363715)"
210,"(7, 0, 1.063077521182802)","(7, 0, 0.7489417794230014)"
211,"(7, 0, 0.8869721807856195)","(7, 0, 0.893996082893498)"
212,"(7, 0, 0.7241966848593074)","(7, 0, 1.216729238072428)"
213,"(7, 0, 0.8762708984557767)","(7, 0, 1.4917227132143416)"
214,"(7, 0, 1.8125941985167937)","(7, 0, 0.9314108104878895)"
215,"(7, 0, 1.2459574803788027)","(7, 0, 0.4389510728207694)"
216,"(7, 0, 0.9426923028120373)","(7, 0, 0.8217586326142379)"
217,"(7, 0, 1.0775191216737685)","(7, 0, 0.6172865008860987)"
218,"(7, 0, 0.6656141702633188)","(7, 0, 0.9910932341609101)"
219,"(7, 0, 0.660048428328019)","(7, 0, 1.040822503289451)"
220,"(7, 0, 1.3043242655007814)","(7, 0, 0.4579403698125829)"
221,"(7, 0, 1.4245572386485015)","(7, 0, 1.2474399015910087)"
222,"(7, 0, 1.827438264747946)","(7, 0, 0.42766001319513314)"
223,"(7, 0, 1.1150798598041667)","(7, 0, 0.6116183791122018)"
224,"(7, 0, 0.37368742327427185)","(7, 0, 0.8998787341370924)"
225,"(7, 0, 1.0603270313530242)","(7, 0, 0.3839125364481796)"
226,"(7, 0, 0.759734015163807)","(7, 0, 0.4502463666594131)"
227,"(7, 0, 0.7845466069240142)","(7, 0, 1.6403454274391223)"
228,"(7, 0, 1.573402025632742)","(7, 0, 1.0067037392446128)"
229,"(7, 0, 1.0511941465232857)","(7, 0, 1.119452873475351)"
230,"(7, 0, 1.5480779616059759)","(7, 0, 1.3166182165500184)"
231,"(7, 0, 1.2100944147825605)","(7, 0, 1.3330750148734425)"
232,"(7, 0, 1.7498618388023575)","(7, 0, 1.1712063222625777)"
233,"(7, 0, 0.8315398585867911)","(7, 0, 1.1379324606266858)"
234,"(7, 0, 0.8038241650545154)","(7, 0, 0.7149595325337378)"
235,"(7, 0, 0.4408679887308147)","(7, 0, 0.7578271580121755)"
236,"(7, 0, 1.4738738889415668)","(7, 0, 1.404396005727726)"
237,"(7, 0, 1.0172199158346897)","(7, 0, 1.3394671391389652)"
238,"(7, 0, 1.3392248052749696)","(7, 0, 1.15173559822871)"
239,"(7, 0, 1.270819676463424)","(7, 0, 0.8197023697330112)"
240,"(7, 0, 0.14915547985788913)","(7, 0, 0.7243853346157788)"
241,"(7, 0, 1.045940701334763)","(7, 0, 0.5335820134032925)"
242,"(7, 0, 1.4599619551122265)","(7, 0, 0.21830643071705214)"
243,"(7, 0, 1.2607366232224928)","(7, 0, 0.8521779428014556)"
244,"(7, 0, 0.9251593570902611)","(7, 0, 1.6069672646350472)"
245,"(7, 0, 1.1698979322967293)","(7, 0, 0.944662025116475)"
246,"(7, 0, 0.6878673103909264)","(7, 0, 0.8536129051341971)"
247,"(7, 0, 1.160000533721926)","(7, 0, 0.43114511594705085)"
248,"(7, 0, 1.3842345447971096)","(7, 0, 1.2227760783758526)"
249,"(7, 0, 0.47520275855595895)","(7, 0, 1.2528847257866669)"
250,"(7, 0, 0.6987384658901418)","(7, 0, 0.7752806182590425)"
251,"(7, 0, 0.7626020173439599)","(7, 0, 1.473270797741642)"
252,"(7, 0, 0.8056357800762797)","(7, 0, 1.4768256698251068)"
253,"(7, 0, 0.9062030558025534)","(7, 0, 0.8968930983118447)"
254,"(7, 0, 1.205764252571162)","(7, 0, 0.8837683806887606)"
255,"(7, 0, 0.6969277797558103)","(7, 0, 1.706474954392916)"
256,"(7, 0, 1.526139965007447)","(7, 0, 1.0253171666462002)"
257,"(7, 0, 0.5467977678449036)","(7, 0, 0.8219383360656015)"
258,"(7, 0, 1.4370936994080612)","(7, 0, 1.388620831111382)"
259,"(7, 0, 1.1157977723908614)","(7, 0, 0.6949647527761621)"
260,"(7, 0, 1.2298264983515756)","(7, 0, 1.4503823554395046)"
261,"(7, 0, 1.0167899259564188)","(7, 0, 1.2569382305291996)"
262,"(7, 0, 1.7054883541963946)","(7, 0, 1.1818195841174584)"
263,"(7, 0, 1.359755825530541)","(7, 0, 1.1637208153036727)"
264,"(7, 0, 0.3629707851715185)","(7, 0, 1.3473131602188628)"
265,"(7, 0, 1.6340980519193002)","(7, 0, 0.831544795682427)"
266,"(7, 0, 1.2197884299118114)","(7, 0, 1.2729293708150689)"
267,"(7, 0, 1.1652184336856295)","(7, 0, 0.2917479503298348)"
268,"(7, 0, 0.5663872818537062)","(7, 0, 0.9942661046487656)"
269,"(7, 0, 0.8308090759957113)","(7, 0, 0.8941132460518989)"
270,"(7, 0, 1.403107258244039)","(7, 0, 0.20462468654536903)"
271,"(7, 0, 0.35639211532888404)","(7, 0, 0.24690517507757181)"
272,"(7, 0, 1.176592123080463)","(7, 0, 1.0930233811898011)"
273,"(7, 0, 0.9801831552401215)","(7, 0, 0.9461342769973441)"
274,"(7, 0, 1.5279357874550294)","(7, 0, 0.4871893568563168)"
275,"(7, 0, 0.5784236923432847)","(7, 0, 1.8829181324781774)"
276,"(7, 0, 0.9006182238802093)","(7, 0, 1.0271643707114797)"
277,"(7, 0, 1.562927281823592)","(7, 0, 1.3857959256756773)"
278,"(7, 0, 0.9422388920216327)","(7, 0, 1.094163732849057)"
279,"(7, 0, 0.943545382490945)","(7, 0, 0.18936138854059437)"
280,"(7, 0, 1.2888189238774959)","(7, 0, 1.0985636286407061)"
281,"(7, 0, 0.8885503610939722)","(7, 0, 0.5120291128699448)"
282,"(7, 0, 1.0153343002789734)","(7, 0, 1.2841969768950818)"
283,"(7, 0, 0.859147406419654)","(7, 0, 0.9195314535447782)"
284,"(7, 0, 0.5866474082701045)","(7, 0, 1.2594935889112129)"
285,"(7, 0, 0.6375477261662188)","(7, 0, 0.27309297995651594)"
286,"(7, 0, 0.24958432453892476)","(7, 0, 1.0618136426745903)"
287,"(7, 0, 0.9400116856237597)","(7, 0, 1.2514099164632817)"
288,"(7, 0, 1.7537900334445649)","(7, 0, 1.0011939248095523)"
289,"(7, 0, 0.15231859831861017)","(7, 0, 1.1818073213592177)"
290,"(7, 0, 1.1115284327128419)","(7, 0, 1.3381518860097756)"
291,"(7, 0, 0.6030512308244746)","(7, 0, 1.1499172543995733)"
292,"(7, 0, 0.8414719753930114)","(7, 0, 1.605883942935535)"
293,"(7, 0, 0.5442151863902668)","(7, 0, 0.6806928337198248)"
294,"(7, 0, 1.1450069259059068)","(7, 0, 1.5928859310260268)"
295,"(7, 0, 1.7742964306812095)","(7, 0, 1.3014855532596807)"
296,"(7, 0, 1.7212874555936704)","(7, 0, 1.1251792791570112)"
297,"(7, 0, 1.0927169023246792)","(7, 0, 1.2008085271635554)"
298,"(7, 0, 1.0609817851765189)","(7, 0, 0.8515269819976595)"
299,"(7, 0, 0.6133482155288946)","(7, 0, 0.3870204457534375)"
300,"(7, 0, 0.2030171419772)","(7, 0, 0.8376838705325432)"
301,"(7, 0, 0.9783383975302201)","(7, 0, 1.295398643497292)"
302,"(7, 0, 1.0795557730536358)","(7, 0, 1.4488281684299986)"
303,"(7, 0, 0.9435174270528977)","(7, 0, 0.9739474421930399)"
304,"(7, 0, 0.6267942478941749)","(7, 0, 1.0084407586815818)"
305,"(7, 0, 1.9310102360984613)","(7, 0, 1.6192381804777298)"
306,"(7, 0, 1.2645354447645718)","(7, 0, 1.858578209736595)"
307,"(7, 0, 0.43093358318064)","(7, 0, 1.3165679688130567)"
308,"(7, 0, 0.9941796265621623)","(7, 0, 1.319942982849889)"
309,"(7, 0, 0.8170953275082803)","(7, 0, 0.38490853020894367)"
310,"(7, 0, 0.7314447775571955)","(7, 0, 1.2089038824015583)"
311,"(7, 0, 1.0485465268844325)","(7, 0, 0.5554799337691215)"
312,"(7, 0, 1.4437794061472085)","(7, 0, 0.34939125029788787)"
313,"(7, 0, 0.2179615411710054)","(7, 0, 0.36143533532823935)"
314,"(7, 0, 0.8289600496616262)","(7, 0, 1.015793903759835)"
315,"(7, 0, 1.1902839723062342)","(7, 0, 0.5947537586264174)"
316,"(7, 0, 0.7644024196183807)","(7, 0, 0.8539378369528657)"
317,"(7, 0, 0.9385718641362729)","(7, 0, 1.1359680304743938)"
318,"(7, 0, 1.3306642977572753)","(7, 0, 1.0379507333178053)"
319,"(7, 0, 1.2740662260491278)","(7, 0, 0.19670338064825688)"
320,"(7, 0, 0.9595914772228252)","(7, 0, 0.8013015287241735)"
321,"(7, 0, 0.9575586421536679)","(7, 0, 0.8399023915310656)"
322,"(7, 0, 0.8011495339631771)","(7, 0, 1.350189008859727)"
323,"(7, 0, 1.275475936126648)","(7, 0, 0.14595697355236847)"
324,"(7, 0, 1.7525452524532332)","(7, 0, 0.7650882319569292)"
325,"(7, 0, 1.8177535489023016)","(7, 0, 1.0760463027306657)"
326,"(7, 0, 0.1832414145914849)","(7, 0, 0.23460293115056718)"
327,"(7, 0, 0.9361485351153539)","(7, 0, 0.8841441251148675)"
328,"(7, 0, 0.9540829859568124)","(7, 0, 0.4270385320268374)"
329,"(7, 0, 0.6409533225253272)","(7, 0, 0.4830932565558008)"
330,"(7, 0, 1.0953366548119698)","(7, 0, 1.3697370912929112)"
331,"(7, 0, 0.9477442477226151)","(7, 0, 1.0987676478357238)"
332,"(7, 0, 0.8501337285481338)","(7, 0, 1.4776029797578976)"
333,"(7, 0, 0.6128572364659053)","(7, 0, 0.7558965508126596)"
334,"(7, 0, 0.7008774117373966)","(7, 0, 1.2697376405060123)"
335,"(7, 0, 1.233616677000144)","(7, 0, 1.1162895960161867)"
336,"(7, 0, 1.8104368697405389)","(7, 0, 0.706651166863519)"
337,"(7, 0, 1.0595777177780374)","(7, 0, 0.9962365450555251)"
338,"(7, 0, 1.6069832045500672)","(7, 0, 1.4919034519537206)"
339,"(7, 0, 0.6054596630952296)","(7, 0, 1.7116218772815717)"
340,"(7, 0, 1.1257408778725537)","(7, 0, 0.5792268758205372)"
341,"(7, 0, 1.8841865831438667)","(7, 0, 0.4374111650076907)"
342,"(7, 0, 1.7346131530853652)","(7, 0, 1.1973495921621975)"
343,"(7, 0, 0.973357345625399)","(7, 0, 1.4474969761059429)"
344,"(7, 0, 1.4495700325255634)","(7, 0, 1.2008620999673525)"
345,"(7, 0, 1.2989422556509609)","(7, 0, 0.92690208502411)"
346,"(7, 0, 1.2975331553184084)","(7, 0, 0.9388757379315747)"
347,"(7, 0, 1.3759612270302095)","(7, 0, 0.7403918418421241)"
348,"(7, 0, 0.8326763571098842)","(7, 0, 0.8800446440277001)"
349,"(7, 0, 1.0848337822097356)","(7, 0, 0.848854499621463)"
350,"(7, 0, 1.0790123179042785)","(7, 0, 0.9757590075365251)"
351,"(7, 0, 1.1211052359065468)","(7, 0, 1.0204351100141555)"
352,"(7, 0, 1.8419102959527645)","(7, 0, 1.0626067491933708)"
353,"(7, 0, 0.8067491628376209)","(7, 0, 0.29494860171557546)"
354,"(7, 0, 1.3047649195171385)","(7, 0, 1.4181402497880646)"
355,"(7, 0, 0.3686511670363043)","(7, 0, 1.4256944688593254)"
356,"(7, 0, 1.5325975374316783)","(7, 0, 1.0576080354364445)"
357,"(7, 0, 0.28572495646498064)","(7, 0, 1.2908500385032886)"
358,"(7, 0, 0.42540035601252946)","(7, 0, 0.5950512074114117)"
359,"(7, 0, 1.0723368161759503)","(7, 0, 1.371100709803555)"
360,"(7, 0, 1.345225150673996)","(7, 0, 0.6395717337492889)"
361,"(7, 0, 1.5001116950578337)","(7, 0, 1.0491221461791311)"
362,"(7, 0, 1.065213477117373)","(7, 0, 1.4779011858101891)"
363,"(7, 0, 1.1080826450130492)","(7, 0, 0.7421679265024468)"
364,"(7, 0, 1.0584866586328303)","(7, 0, 1.2414984698933602)"
365,"(7, 0, 1.2115403544478094)","(7, 0, 0.25842846878696313)"
366,"(7, 0, 0.8297456543994457)","(7, 0, 1.4630795462386184)"
367,"(7, 0, 1.7526229057528488)","(7, 0, 1.14081964604889)"
368,"(7, 0, 0.4270493094572857)","(7, 0, 1.5290009112488412)"
369,"(7, 0, 0.47034326439743246)","(7, 0, 1.285801389968896)"
370,"(7, 0, 1.164439304644197)","(7, 0, 1.373118049420822)"
